aff_name,lat,lon
Sichuan University,30.6302,104.09
University of Ottawa,45.4226,-75.6843
Wageningen University and Research Centre,51.9851,5.66401
University of Toledo,41.6631,-83.6102
Washington University School of Medicine,38.637,-90.2646
Tokyo Institute of Technology,35.6057,139.683
Enea,5.02947,-75.4575
University of Salamanca,40.9614,-5.66745
Sharif University of Technology,35.7018,51.3514
Indian Institute of Technology Madras,13.0065,80.2424
Royal Holloway University of London,51.4255,-0.56789
Kagoshima University,31.5717,130.545
University of Delhi,28.5893,77.1663
Beijing Normal University,39.9583,116.363
Michigan Technological University,47.119,-88.5514
Kyushu Institute of Technology,33.8942,130.839
Instituto Politecnico Nacional,19.5107,-99.1251
Memorial University of Newfoundland,47.5689,-52.7339
University of Queensland,-27.4667,153.024
University of Guelph,43.5279,-80.2231
Ecole Polytechnique,48.7169,2.21841
Bayer,51.014,7
Vrije Universiteit Brussel,50.8247,4.39739
University of Rochester,43.1252,-77.6314
University of Malaga,36.72,-4.41611
Katholieke Universiteit Leuven,50.8777,4.7005
Agh University of Science and Technology,50.0647,19.9239
Rush University Medical Center,41.8745,-87.6682
University of Puerto Rico,18.404,-66.0494
University of Otago,-45.8669,170.511
Institute of Cancer Research,51.3443,-0.18921
Anschutz Medical Campus,39.7319,-104.939
Astron,42.9845,11.9234
Tokai University,35.6645,139.685
National University of Singapore,1.29718,103.778
Lancaster University,54.0107,-2.7881
University of Turku,60.4552,22.2825
Fujitsu,37.3797,-121.991
East China Normal University,31.2281,121.4
University of Arkansas,36.0703,-94.1771
University of Alicante,38.3845,-0.51224
Hoffmann La Roche,47.5497,7.65806
Mcgill University,45.5073,-73.6144
Pontificia Universidade Catolica Do Rio Grande Do Sul,-30.0576,-51.1753
Universidade Nova De Lisboa,38.7339,-9.15999
Universidade Estadual De Maringa,-23.4109,-51.9394
Auburn University,32.6041,-85.4819
Vu University Medical Center,52.3348,4.85969
University of Oviedo,43.3679,-5.84192
Nanjing University of Aeronautics and Astronautics,32.036,118.814
American Museum of Natural History,40.6156,-73.9868
University of Erlangen Nuremberg,49.5971,11.0047
Kobe University,34.7281,135.235
Nanjing University,32.0561,118.775
University of Wisconsin Milwaukee,43.0747,-87.8828
University of Toulouse,43.6044,1.44389
University of Saskatchewan,52.1299,-106.633
University College Dublin,53.3086,-6.22065
University of Idaho,46.7255,-117.01
Universidade Federal De Goias,-18.155,-47.9312
Texas Instruments,32.9302,-96.7547
Osaka Prefecture University,34.5415,135.509
Tottori University,35.515,134.172
Philips,51.455,5.4497
Peking University,39.9868,116.298
Southern Illinois University Carbondale,37.7104,-89.2193
University of Freiburg,47.9952,7.84802
Samsung,48.3035,17.5841
University of Basel,47.5587,7.58387
Hewlett Packard,41.4934,2.06326
Toyota,35.0885,137.165
Lund University,55.7064,13.1939
Federal University of Rio De Janeiro,-22.8629,-43.2288
Emory University School of Medicine,33.7934,-84.3221
University of Hong Kong,22.2837,114.138
Indiana University School of Medicine,39.7756,-86.1767
Universidade Federal De Vicosa,-20.7603,-42.8678
Banaras Hindu University,25.2709,82.9838
Queen Mary University of London,51.5229,-0.04023
All India Institute of Medical Sciences,31.1132,77.1398
Medical University of South Carolina,32.7856,-79.9468
Cranfield University,52.0673,-0.63461
University of Sheffield,53.381,-1.48911
University of Seville,37.3815,-5.98981
University of East Anglia,52.6238,1.24054
George Mason University,38.835,-77.3112
Queensland University of Technology,-27.4766,153.027
University of Hull,53.7695,-0.3682
Pusan National University,35.234,129.079
Rmit University,-37.8084,144.963
Chiba University,35.6311,140.097
Zhengzhou University,34.5197,113.841
Konkuk University,37.5419,127.076
Florida Atlantic University,26.1194,-80.1413
Montana State University,45.6651,-111.049
University of Iowa,41.6625,-91.5365
University of Rome Tor Vergata,41.8536,12.6033
Baylor College of Medicine,29.7108,-95.3967
Joseph Fourier University,45.1917,5.77298
Institute For Advanced Study,40.3317,-74.6678
Science College,30.9745,41.0479
University of Concepcion,-36.828,-73.0394
University of Barcelona,41.3861,2.16346
University of Washington,47.6568,-122.312
Petersburg Nuclear Physics Institute,35.3553,-77.714
Brigham and Women S Hospital,42.3359,-71.1075
University of Lisbon,38.7339,-9.15999
Leibniz University of Hanover,52.3821,9.71773
University of Milan,31.8108,47.1758
West Virginia University,39.646,-79.9681
University of Tokyo,35.7081,139.767
University of Lyon,45.7481,4.85235
University of Florida,29.6497,-82.3412
University of Canterbury,-43.5234,172.58
Nec,-6.15526,106.761
Texas Tech University,33.5789,-101.888
Aalborg University,57.0154,9.98658
Bar Ilan University,32.0678,34.8451
University of Lausanne,46.5233,6.5855
University of St andrews,56.3408,-2.80845
University of Technology Sydney,-33.8848,151.191
Bulgarian Academy of Sciences,47.5014,19.0464
